time,posx,posy,posz,vprelx,vprely,vprelz,vgrelx,vgrely,vgrelz,nx,ny,nz,Bx,By,Bz,w,Ne,NH,NHe,NO,psi,theta_res,gendrin,Y,L,alt,lat,lon,damp,S_stix,D_stix,P_stix,R_stix,L_stix,wce,wcH,wcHe,wcO,wpe,wpH,wpHe,wpO,wlhr,wuhr
15.645798746109008,-2712712.236074504,12176781.61641952,963193.4017424616,-0.00016998248018513048,0.0007544029506051968,0.00018648570593317939,0.0005114622227310327,-0.002295293132159159,0.00980875254814897,-268.6218141767205,1192.1763289436099,294.7017162665163,2.062295608932258e-07,-9.257200317382812e-07,4.045802980735038e-06,15482.752161188233,2030462654.214186,1634577303.4767962,169579391.88710082,226305958.85028931,89.63491410611236,89.67514377895124,,0.04022967283887624,1.9734608845528812,12512416.223051442,4.414939991436384,-0.06725840013026124,0.3930843833342169,0.8669798662757557,571.6299530920695,-26968.86028488643,572.4969329583453,-570.7629732257938,730874.0838908366,398.05164947728645,99.51291236932161,24.878228092330403,2542078.9478575215,53228.31225470312,8572.28309352427,4951.3994852341775,17056.158522866644,2645059.9811050924
15.655111971855161,-2711276.6178004392,12170338.94074728,990341.2574117249,-0.0001694183981454809,0.000751895002754135,0.00019111279494476782,0.0005166190262364476,-0.002318463604720026,0.009634838898289444,-268.6738169649385,1192.400014155163,303.0780874492527,2.1230818221611076e-07,-9.530056762695315e-07,4.045887503048549e-06,15482.752161188233,2030819342.7403948,1634499616.383869,169630362.88989758,226689363.4666283,89.64128477320227,89.68192964002714,,0.0406448668248629,1.9734386640561976,12507955.333987758,4.541256092679205,-0.06725990483650995,0.3928040369263188,0.8312830030516238,570.830526377774,-26973.59559799909,571.6618093808257,-569.9992433747225,732026.3354123876,398.67919343988586,99.66979835997147,24.917449589992867,2542302.2197739044,53227.04733992484,8573.571295565402,4955.592008606814,17083.04707736743,2645593.153227573
15.664425197601322,-2709827.850091922,12163837.17575383,1016999.368399013,-0.0001689853021445912,0.0007499673497642117,0.0001957783415813413,0.000521304296698133,-0.0023395175276438697,0.00946560841712436,-268.51355055831453,1191.6799469085859,311.0870410223253,2.1829904074216013e-07,-9.798975219726563e-07,4.045963016253919e-06,15482.752161188233,2031179191.5062172,1634420450.225065,169681758.8245031,227076982.45664972,89.64774543182095,89.6889040293647,,0.04115859754375606,1.9734173410967744,12503455.10371868,4.66544752320236,-0.06726134682915774,0.3925431898735983,0.7953674169861529,570.0247637770206,-26978.37286031413,570.8201311940066,-569.2293963600343,733191.1167118468,399.31356142166163,99.82839035541541,24.957097588853852,2542527.44999854,53225.75831181358,8574.870041053959,4959.827013519211,17110.228017221154,2646132.091869422
15.673738423347471,-2708367.379968455,12157282.81732188,1043177.76104013,-0.00016836768097991481,0.0007472197040412365,0.0002001192800941883,0.0005243961834594755,-0.002353419369654814,0.009280492549744493,-268.6435287385694,1192.246260495646,319.3056366888977,2.24203884037315e-07,-1.0064031372070308e-06,4.0460294929408534e-06,15482.752161188233,2031541888.09326,1634339891.314874,169733531.9474507,227468464.83093432,89.65444214171183,89.69607199673794,,0.04162985502611605,1.9733968971164726,12498919.92159145,4.787557044973411,-0.06726272654992164,0.3923004307187362,0.7592723309880398,569.2135263995913,-26983.187924357986,569.9727987305794,-568.4542540686033,734367.2960467152,399.9541370483593,99.98853426208983,24.997133565522457,2542754.442493729,53224.44657409033,8576.178119025664,4964.100561382122,17137.67493230782,2646676.3081881693
15.683051649093631,-2706899.501433527,12150695.13796214,1068836.3943887209,-0.00016793905104885048,0.0007453124873574908,0.0002045697650481963,0.0005272203899266077,-0.0023661197675806872,0.009103816862043758,-268.4692281170808,1191.464801886271,327.0274934601505,2.300129968389426e-07,-1.032479248046875e-06,4.046086727365704e-06,15482.752161188233,2031906393.053421,1634258176.4280381,169785531.84757382,227862684.7778088,89.66119067213077,89.70342527296177,,0.042234600830994395,1.973377375016135,12494363.068381187,4.907393323968677,-0.06726404155793368,0.39207625237528493,0.7231059034969007,568.3992289125479,-26988.02699072958,569.1223348160448,-567.676123009051,735551.4548898566,400.59905850767046,100.14976462691762,25.037441156729404,2542982.54633977,53223.11598061429,8577.491725858134,4968.400278951128,17165.308048920353,2647224.239421225
15.69236487483978,-2705425.142219249,12144078.30695695,1093994.655917007,-0.0001673629923772527,0.0007427501973243354,0.0002087278665419474,0.0005285534765325717,-0.002372127274666519,0.008913912300962848,-268.5302884429687,1191.726569270425,334.89933116308623,2.357300900708984e-07,-1.058142333984375e-06,4.046134831859409e-06,15482.752161188233,2032272516.896827,1634175368.837843,169837728.9830415,228259419.07594234,89.6681528133534,89.71097276294105,,0.04281994958765267,1.9733587452151826,12489787.325364247,5.025041945931903,-0.06726529665549115,0.3918692978935242,0.6868928421285432,567.5824230688577,-26992.88754395165,568.2693159109862,-566.8955302267291,736742.861854166,401.2479274685419,100.31198186713547,25.077995466783868,2543211.642672612,53221.76756031234,8578.810112906036,4972.723666859686,17193.11029955884,2647775.576577175
15.70167810058594,-2703948.4144744207,12137450.77994059,1118617.508568269,-0.00016686517781618382,0.0007405330551046481,0.0002128632649473049,0.0005292117710875031,-0.002375105200715932,0.008725278521634992,-268.46882568896467,1191.441152010831,342.4749940078831,2.413465359224761e-07,-1.083353515625e-06,4.046173890586937e-06,15482.752161188233,2032639265.297441,1634091706.6578948,169889979.89909858,228657578.74044684,89.67521188838023,89.71870821109202,,0.04349632271178905,1.9733410328115606,12485205.388542658,5.140333661748926,-0.06726648881877426,0.3916794174673373,0.6507339988401668,566.7653813828288,-26997.756383729462,567.416115381669,-566.1146473839887,737938.2438980009,401.89896135357293,100.47474033839323,25.118685084598308,2543441.1091241557,53220.40518936676,8580.129655444554,4977.058811781606,17221.005305599672,2648328.8178377664
15.71099132633209,-2702471.193100857,12130820.97092393,1142708.53691222,-0.0001662104223290247,0.0007376212933799812,0.00021667624555737991,0.0005283138487305687,-0.00237109751671522,0.008523328048631353,-268.6621251774772,1192.289276922312,350.23495994545164,2.468623301476438e-07,-1.108112670898438e-06,4.0462041764727784e-06,15482.752161188233,2033006195.5204263,1634007305.4260669,169942220.2044806,229056669.8898776,89.68248244678021,89.72663751916365,,0.044155072383432525,1.9733242330472873,12480623.012433305,5.253279321263108,-0.06726761591642046,0.39150540334045664,0.6146744589717628,565.9491282222909,-27002.6276325473,566.5638026812627,-565.3344537633192,739136.1207581434,402.55135397572207,100.63783849393052,25.15945962348263,2543670.6686222414,53219.0307482197,8581.448727181383,4981.400312691626,17248.95852410069,2648883.288372388
15.72030455207825,-2700997.733473368,12124207.98242773,1166232.8169681858,-0.00016578148105525581,0.0007357127396078788,0.0002206591831787455,0.0005273051822385585,-0.002366592973741154,0.008331868459068482,-268.4949877869956,1191.5394999391701,357.37335868605714,2.5226841759778254e-07,-1.1323797607421879e-06,4.046225166454368e-06,15482.752161188233,2033372269.736029,1633922420.2706401,169994301.1955873,229455548.2698027,89.68976359302343,89.73475356029448,,0.04498996727105009,1.9733083657782808,12476053.3399295,5.3637087454448675,-0.06726867888805034,0.3913473405912539,0.5788209620670841,565.136099040791,-27007.48751261773,565.7149200028581,-564.5572780787239,740332.9293683416,403.2031648031931,100.80079120079827,25.200197800199568,2543899.671940726,53217.648390762275,8582.7635744208,4985.735721507956,17276.886808636373,2649437.3718220335
15.7296177778244,-2699528.343742664,12117613.19914391,1189218.843475349,-0.0001654178707948267,0.0007340937618316407,0.000224616660757737,0.0005255885437977463,-0.002358909695175502,0.008140559139262954,-268.22662267090834,1190.339892018736,364.21801357480166,2.575705740816e-07,-1.1561800537109378e-06,4.046237605566375e-06,15482.752161188233,2033737424.8133922,1633837081.023226,170046213.3681654,229854130.42200133,89.6971401040211,89.74307337188822,,0.04593326786711316,1.97329340938147,12471497.279012397,5.471748974678633,-0.06726967909785075,0.39120433845161495,0.5431764367245364,564.3263765803251,-27012.335185938653,564.8695530170496,-563.7832001436005,741528.512792269,403.85430836467845,100.96357709116961,25.240894272792403,2544128.079742651,53216.25860220531,8584.073959212745,4990.064148182804,17304.786497003017,2649990.985158052
