time,damp
0.0,1.0
0.001,0.9994951860054835
0.00225,0.9988699579903493
0.0035000000000000014,0.998250701780456
0.005062500000000001,0.9974859011578855
0.006625000000000001,0.9967309170509562
0.008578125000000002,0.9958024205462019
0.01053125,0.9948906198035594
0.01297265625,0.9937761805149931
0.0154140625,0.9926884062707384
0.01785546875,0.9916286352121649
0.020296875,0.9905978011962016
0.0233486328125,0.9893546951965163
0.027163330078125,0.9878730836250238
0.03097802734375,0.9864685278927574
0.034792724609375,0.9851437631573609
0.038607421875,0.9839005963040702
0.042422119140625,0.9827403384503254
0.04623681640625,0.9816636053368449
0.050051513671875,0.9806713295849511
0.05481988525390625,0.9795592198016813
0.0595882568359375,0.9785758024947369
0.06435662841796874,0.9777180794136515
0.06912499999999999,0.9769818160902473
0.07389337158203124,0.9763601888177533
0.07866174316406249,0.9758451482287752
0.08343011474609374,0.9754274921724041
0.08819848632812499,0.9750968688860434
0.09296685791015624,0.97484198551639
0.09773522949218748,0.9746514163419541
0.1025036010742187,0.9745138080655812
0.10727197265625,0.974418518255926
0.1120403442382812,0.9743556668856864
0.1180008087158203,0.9743120700829822
0.1254513893127441,0.9742899300440453
0.132901969909668,0.9742833311598285
0.1403525505065918,0.9742822010295731
0.1478031311035156,0.9742821500513648
0.1552537117004394,0.9742821500471751
0.1627042922973633,0.9742821486117236
0.1701548728942871,0.9742819123689804
0.1794680986404419,0.9742774149082597
0.1887813243865967,0.9742542168549848
0.1980945501327515,0.9741811264879202
0.2074077758789062,0.9740066215663613
0.216721001625061,0.9736609132549711
0.2260342273712158,0.9730644559338011
0.2353474531173706,0.9721372130311653
0.2446606788635254,0.9708087445568448
0.2539739046096802,0.9690271871361259
0.263287130355835,0.9667644156779488
0.2726003561019897,0.9640088126306557
0.2819135818481445,0.9607711529535097
0.2912268075942993,0.9570813365047984
0.3005400333404541,0.9529765937895679
0.3098532590866089,0.9484938746836271
0.3191664848327637,0.9437005337507209
0.3284797105789184,0.9386372354918401
0.3377929363250732,0.9333579341676533
0.347106162071228,0.927899646279466
0.3564193878173828,0.9223421534865812
0.3657326135635376,0.9167122107721429
0.3750458393096924,0.9110880459515999
0.3824964199066162,0.906493016837997
0.38994700050354,0.9020088351011143
0.3973975811004639,0.8975820923764687
0.4048481616973877,0.8932422842872221
0.4122987422943115,0.8890206650176414
0.4197493228912353,0.8849333708032303
0.4271999034881592,0.881010930856022
0.434650484085083,0.877272666108152
0.4421010646820068,0.8737392414008631
0.4495516452789307,0.8704323565124221
0.4570022258758545,0.8673804143485526
0.4644528064727783,0.8645911323527877
0.4719033870697021,0.8620843536021408
0.479353967666626,0.8598652647301298
0.4868045482635498,0.8579396468808631
0.4942551288604736,0.8563054061751457
0.5017057094573975,0.8549537059601787
0.5091562900543213,0.853867920797526
0.5166068706512451,0.853026113787723
0.5240574512481689,0.8524002434522381
0.5315080318450928,0.8519570273691304
0.5389586124420166,0.8516609203892687
0.5464091930389404,0.8514761455690494
0.5538597736358642,0.8513704678288172
0.5613103542327881,0.851316277220473
0.5687609348297119,0.8512923605456916
0.5762115154266357,0.8512838676734785
0.5836620960235596,0.8512817879025262
0.5911126766204834,0.8512815485979787
0.5985632572174072,0.8512815449658836
0.606013837814331,0.8512815449654002
0.6134644184112549,0.8512815362557442
0.6209149990081787,0.8512811937877782
0.6283655796051025,0.8512786810898194
0.6358161602020264,0.8512691336775731
0.6432667407989502,0.851243230265576
0.650717321395874,0.8511860486513942
0.6581679019927978,0.851076313887551
0.6656184825897217,0.8508868102419086
0.6730690631866455,0.8505857693676411
0.6805196437835693,0.8501391425979098
0.6898328695297241,0.849300918393855
0.6991460952758789,0.8481166991929601
0.7084593210220337,0.846539375770758
0.7177725467681885,0.844535025599101
0.7270857725143433,0.8420885250465276
0.736398998260498,0.839198807166385
0.7457122240066528,0.8358828531418125
0.7550254497528076,0.8321639538966699
0.7643386754989624,0.8280765603246155
0.7736519012451172,0.823657960317959
0.782965126991272,0.8189544571740892
0.7922783527374267,0.8140157241443836
0.8015915784835815,0.8088828962118391
0.8109048042297363,0.8036133510942434
0.8202180299758911,0.7982384227523417
